genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Opera,Giuseppe Verdi,"""O terra, addio; addio valle di pianti""",4Fx2s0qn4s4KEPiNTDXKRL,15,0.973,0.16,300685,0.121,1.22E-05,C#,0.113,-19.373,Major,0.0458,173.651,4-Apr,0.0613
Opera,Georges Bizet,Bizet: Carmen: Non! Tu ne m'aimes pas! - Act Two,4Mb2XoVuyQK6yAbcbUKOk0,16,0.991,0.234,257040,0.236,0.657,C,0.127,-19.226,Major,0.0532,83.559,4-Mar,0.115
Opera,Richard Wagner,"Lohengrin, WWV 75: Prelude to Act I",4mOuVk8A69BS1D8FBLOyt8,17,0.974,0.0891,653000,0.0486,0.92,A,0.0763,-25.831,Major,0.0403,85.885,4-Apr,0.029
Opera,Georges Bizet,Bizet: Carmen: Hola! Carmen! Hola! Hola! - Act Two,4v4nQkmWVvHdJCOltOET4T,16,0.99,0.321,339933,0.336,0.286,G,0.359,-17.688,Major,0.0677,109.962,4-Apr,0.308
Opera,Giacomo Puccini,"Madama Butterfly, Act II: Un bel di vedremo",5ngGqPApX9w5vTNIOZmHEZ,18,0.988,0.176,270693,0.123,7.78E-05,C#,0.0823,-16.237,Major,0.0459,82.558,4-Apr,0.0674
Opera,Giacomo Puccini,"Puccini : La rondine : Act 3 ""Dimmi che vuoi seguirmi"" [Ruggero]",5q5bTF4FwndETJuaprz8GE,14,0.961,0.147,211880,0.0333,0.0112,E,0.14,-23.409,Major,0.045,85.291,4-Mar,0.0593
Opera,Giuseppe Verdi,"Requiem: XVI. Libera Me, Dies Irae, Requiem Aeternam",6ExvIqyqDDtxtCsXbRpr7i,17,0.929,0.181,444907,0.0375,0.000423,A#,0.111,-24.623,Minor,0.0548,81.396,4-Apr,0.0386
Opera,Georges Bizet,"Carmen, Act I: No.3 bis Récit: C'est bien là, n'est-ce pas? (Zuniga/Don José)",6V6ZwnhvlFPRkTzmuPWkcu,18,0.976,0.518,81773,0.143,0,G,0.405,-21.551,Major,0.172,83.512,4-Apr,0.391
Opera,Richard Wagner,"Tristan und Isolde, WWV 90 / Act 3: ""Mild und leise wie er lächelt"" (Isoldes Liebestod)",6aeoyoYjAptLrWzJkJpCgi,15,0.926,0.223,438267,0.172,0.142,B,0.149,-18.235,Major,0.0419,90.402,4-Apr,0.0348
Opera,Richard Wagner,"Das Rheingold, WWV 86A, Scene 1: ""Weia! Waga! Woge, du Welle""",75XnflzyreWomyyY7xTTvZ,16,0.966,0.279,85120,0.0549,0.00113,D#,0.393,-25.069,Major,0.0371,136.904,4-Apr,0.0837
Opera,Giacomo Puccini,Madama Butterfly / Act 1: Ecco. Son giunte al sommo del pendio,7Eq2Jr9SNLoGHxwoouJ2rp,17,0.959,0.216,222029,0.079,0.0265,C#,0.154,-25.789,Major,0.0393,84.51,4-Apr,0.0374
Opera,Georges Bizet,"Bizet: Carmen: Ecoute, ecoute, compagnon, ecoute! - Act Three",7sXR2q4FuSKOAPYvmmBjh3,16,0.987,0.293,410000,0.151,0.0398,C,0.219,-24.395,Major,0.0652,91.085,4-Apr,0.152
Opera,Tomaso Albinoni,"Oboe Concerto in B-Flat Major, Op. 9, No. 11: II. Adagio",3OVRK6RqHozP7g0lKf2zYk,21,0.945,0.153,206107,0.131,0.892,G,0.316,-21.035,Minor,0.0396,142.93,4-Apr,0.095
Opera,Tomaso Albinoni,"Sonata A Violino Solo Di Me Tomaso Albinoni Coposta Per Il Signor Pisendel In Bb, S. 32: Allegro",5cWDNT7ErG3Bf7QkdAsiO5,13,0.842,0.443,190080,0.314,2.02E-06,A#,0.072,-15.755,Major,0.0459,98.964,4-Apr,0.916
Opera,Teresa Berganza,El majo discreto,0oJqy24a8mylnrvMLH6a3h,14,0.99,0.452,88067,0.0148,0,G,0.0919,-27.107,Major,0.037,88.035,4-Jan,0.709
Opera,Jean-Baptiste Lully,Idylle sur la paix: Air pour Madame la Dauphine,3X9bhmsGK5FmDbjl4Reylz,22,0.796,0.553,126667,0.33,0.968,G#,0.136,-15.236,Minor,0.0298,138.935,4-Apr,0.486
Opera,Jean-Baptiste Lully,Flore: Entree pour les Jardiniers et quatre Galants,238W4SRnP0hKcNv80X3gOl,12,0.726,0.383,51800,0.183,0.156,C,0.402,-19.151,Major,0.0373,83.148,4-Apr,0.923
Opera,Jean-Philippe Rameau,Les Indes galantes: Air des Sauvages,2qE1t7sWiTDmLvGNQe57xc,21,0.937,0.47,118400,0.185,0.00659,F#,0.13,-19.131,Minor,0.0418,85.095,4-Apr,0.812
Opera,Jean-Philippe Rameau,Zaïs : Overture,4FsQwrARZW4QFj3wwxRdWb,15,0.872,0.367,347000,0.349,0.74,C#,0.1,-15.256,Major,0.0532,127.044,4-Mar,0.244
Opera,Jean-Baptiste Lully,"Le Bourgeois Gentilhomme, LWV 43: Ouverture (1670)",6jnm0rXkGlaDTR7T6wNPZi,21,0.882,0.398,179573,0.247,0.53,F,0.0929,-16.073,Minor,0.0374,116.834,4-Apr,0.399
Opera,Anne Sofie von Otter,I Want To Vanish,7MXD7LWhcgXXLgZXxmwzVO,20,0.972,0.377,160467,0.159,8.25E-05,C,0.111,-14.26,Major,0.0514,84.973,4-Mar,0.22
Opera,Tomaso Albinoni,"Sonata In G Minor For Violin And Continuo, So 33: Corrente: Allegro",3HriuKEnu0tBnmdxGcd3e4,13,0.852,0.304,187120,0.262,0,G,0.243,-16.491,Minor,0.0558,174.419,4-Mar,0.864
Opera,Pietro Mascagni,Cavalleria Rusticana: Intermezzo - Instrumental,3hdaiDeFLgdGFoWnBtpbpm,17,0.905,0.13,192933,0.158,0.854,F,0.143,-20.086,Major,0.0408,89.574,4-Mar,0.0394
Opera,Jean-Baptiste Lully,Exaudiat te Dominus (Psalm 19): Domine salvum,7aU88CeEVXqVmzz2XpnCzB,16,0.98,0.162,190533,0.0683,0.0154,A#,0.144,-20.84,Minor,0.0495,170.663,4-Mar,0.0759
Opera,Tomaso Albinoni,"Sonata In G Minor For Violin And Continuo, So 33: Gavotta: Allegro",1EucK98ZgRz5VJ1n2L1DFP,14,0.835,0.452,98867,0.0937,0,G,0.239,-19.132,Minor,0.0336,94.786,4-Apr,0.735
Opera,Christina Pluhar,"Pluhar: Orfeo Chamán, Act 4: ""Esta barca"" (Nahual, Orfeo)",1RSUMUdAQCi0pKm0isjoGz,22,0.946,0.271,481427,0.119,0.000301,D,0.104,-18.565,Minor,0.0362,106.52,4-Apr,0.105
Opera,Jean-Philippe Rameau,La naissance d'Osiris: Overture,3tJq9Wg5Uf76lN8b4gEfVs,14,0.917,0.397,366227,0.106,0.648,B,0.102,-18.175,Major,0.0418,113.442,4-Mar,0.178
Opera,Alessandro Scarlatti,Sento nel core,6w8eTjCWYbXODykmI3SM2t,12,0.994,0.357,203667,0.0195,0.00122,D,0.0998,-24.396,Minor,0.0399,87.467,4-Mar,0.185
Opera,Alessandro Scarlatti,Le violette,1mprqOk9miI3Ohznbk6S3W,14,0.94,0.521,129027,0.0552,1.84E-06,A#,0.0525,-25.604,Major,0.0602,107.851,4-Apr,0.502
Opera,Christina Pluhar,"Pluhar: Orfeo Chamán, Act 4: ""Sigue bbiendo"" (Nahual, Orfeo)",7yrUqkN8xPb7VfFG9sq7vu,22,0.927,0.396,126920,0.175,9.11E-05,D,0.114,-17.765,Minor,0.0306,105.824,4-Apr,0.302
Opera,Geminiano Giacomelli,"Merope: Sposa, non mi conosci",3En11E0NJfavi6IBRq38Ge,8,0.966,0.358,601133,0.0428,0.000268,E,0.0831,-22.055,Minor,0.0499,111.143,4-Apr,0.04
Opera,Adolphe Adam,Giselle: Act I: Pesante,10GQtz5SUrRc25bBH8OKFU,12,0.728,0.495,43800,0.144,0.987,A,0.124,-21.167,Major,0.0722,145.9,4-Apr,0.739
Opera,Engelbert Humperdinck,Humperdinck: Hänsel und Gretel / Act 2 - Pantomime,3Y2wSrPtJFmJU7bU7nCq3k,8,0.917,0.143,553840,0.086,0.889,F,0.0877,-20.13,Major,0.0359,140.013,4-Apr,0.0386
Opera,Engelbert Humperdinck,Hänsel und Gretel: Children's Prayer - Instrumental,06F0br63zWGYgjGw7QS9uU,12,0.885,0.0741,187667,0.0783,0.969,D,0.138,-24.206,Major,0.042,80.56,4-Apr,0.0353
Opera,Daniel Auber,Grand Pas Classique: Variation for the Male Dancer,48D8POUWuZIwOpMYyEg4gd,14,0.906,0.498,67360,0.457,0.792,F,0.036,-15.277,Major,0.0781,87.832,4-Apr,0.289
Opera,Engelbert Humperdinck,"Humperdinck : Hänsel und Gretel : Act 2 ""Abends will ich schlafen gehn"" [Hänsel, Gretel]",0MzOsRk9B77RRb203yBzYD,16,0.967,0.0901,187227,0.00763,0.00495,G,0.0917,-34.765,Major,0.0461,86.148,4-Apr,0.0327
Opera,Antonio Sartorio,"Sartorio: L'Orfeo, Act 3: ""Orfeo tu dormi?"" (Euridice)",1t4kOWyKAoUZuKPbLp0P0O,13,0.982,0.306,134733,0.127,0.0415,B,0.081,-16.609,Major,0.0493,84.199,4-Apr,0.136
Opera,Engelbert Humperdinck,Act 2: Evening Prayer,7a6a1FfFxTiKfzkQYPRJzZ,10,0.98,0.141,148947,0.0608,0.797,D,0.633,-27.6,Major,0.0481,67.228,4-Mar,0.0343
Opera,Georges Bizet,Prélude from Carmen - Vocal,6WcNPGsSMfVwPqzm4i32dY,13,0.595,0.328,151960,0.429,0.0525,D,0.341,-12.036,Major,0.032,112.568,4-Apr,0.617
Opera,Giacomo Puccini,"Wagner: Turandot, SC 91: Act I: Gira la cote",2Ou7jLB1FHMuGHtSMWa1Up,14,0.955,0.386,163907,0.534,4.75E-05,B,0.639,-10.005,Minor,0.049,130.384,4-Apr,0.233
Opera,Alfredo Catalani,Catalani: La Wally: Ebben?... Ne andro lontana - Act One,1AwcD5nGN44qqQmXfDC9mB,17,0.989,0.202,301107,0.159,0.467,E,0.164,-20.008,Minor,0.0572,80.67,4-Apr,0.0599
Opera,Anna Netrebko,"Die Csárdásfürstin / Act 1: ""Heia, heia, in den Bergen ist mein Heimatland""",1NIO3xww2fsF6T5Ml3JIhz,20,0.933,0.318,206267,0.382,0.000328,C#,0.0937,-14.781,Major,0.0737,141.931,4-Apr,0.372
Opera,Francesco Cavalli,Cavalli / Arr Pluhar: L'Ormindo: L'Armonia (Prologo),2npBG4tlLGWjeIIh50QU9b,20,0.955,0.247,467320,0.105,0.000138,G,0.116,-15.079,Minor,0.0446,78.684,4-Mar,0.134
Opera,Alfredo Kraus,Lejos de Ti,4kWZ4m2sIzSrimuXXnkk9i,22,0.988,0.286,173973,0.207,4.34E-06,G,0.102,-11.775,Major,0.0344,89.743,4-Apr,0.181
Opera,Adolphe Adam,No. 8 Pas de Deux (Giselle & Albrecht),4nQRAJHyYp24ET8aLPFnto,15,0.979,0.431,125706,0.00585,0.0123,G#,0.0969,-28.477,Major,0.0372,129.751,4-Apr,0.196
Opera,Gaetano Donizetti,"L'elisir d'amore / Act 1: ""Bel conforto""",6fPhE9XKt59OfqitvMRh6Z,10,0.934,0.423,119760,0.227,0.0113,F,0.121,-18.352,Major,0.0421,58.836,4-Apr,0.318
Opera,Lesley Garrett,O Mio Babbino Caro,0cxXdpPflXI6XpU3wwX0yZ,8,0.943,0.267,144080,0.286,0.00067,G#,0.116,-12.064,Major,0.0404,69.04,4-May,0.0586
Opera,Arrigo Boito,Mefistofele: L'altra notte in fondo al mare,219DfTJcYnSEmDt2Trb1bo,20,0.987,0.257,415160,0.0509,0.00512,D,0.0989,-22.473,Minor,0.0469,89.542,4-Apr,0.0347
Opera,Adolphe Adam,Giselle: Act I - Overture,3QKJkzoRJ46tEZY8Rx2prq,15,0.848,0.219,140360,0.0116,0.846,D#,0.197,-21.376,Major,0.0347,83.247,4-Apr,0.106
Opera,Adolphe Adam,Giselle: Act I: La chasse (The Hunt),45otluXIST1gEUGyc0UFvb,12,0.901,0.287,526000,0.019,0.495,D,0.0697,-28.636,Major,0.0417,104.05,4-Apr,0.0902
Opera,Gaetano Donizetti,Lucrezia Borgia / Act 2: Era desso il figlio mio,5jGJVJJXu7Z32Y1y5bdGYZ,17,0.961,0.368,323333,0.113,0.00538,D#,0.0844,-18.277,Minor,0.0641,109.342,4-Mar,0.113
Opera,Alfredo Catalani,"Catalani: La Wally, Act 1: ""Ebben? ... Ne andrò lontana"" (La Wally)",6QClFHodi0bn270djdVbLk,20,0.978,0.247,265760,0.153,0.0166,E,0.112,-19.111,Major,0.0453,85.653,4-Apr,0.0366
Opera,Philharmonia Orchestra,The Big Muddy,0E5uVSHoTaS58tO687lEbg,7,0.911,0.135,182560,0.0332,0.872,C,0.108,-29.62,Major,0.0467,66.043,4-Apr,0.1
Opera,Gaetano Donizetti,"Don Pasquale / Act 1: ""Bella siccome un angelo""",5ChWvnR6dzHKgFP7R4yxuI,10,0.986,0.267,176000,0.26,0.108,C#,0.104,-18.137,Major,0.0796,66.384,4-May,0.189
Opera,Adolphe Adam,Giselle: No. 3 - Allegro non troppo,5z0Coo00PbJ1u8iWuleUCS,13,0.91,0.327,86893,0.0161,0.00926,G,0.167,-36.409,Major,0.0415,134.98,4-Mar,0.075
Opera,José Carreras,"The Impossible Dream - From ""The Man of La Mancha""",6kiEh1xj80odDVe7Sq9QNY,19,0.918,0.28,228680,0.294,0.0017,C#,0.0888,-14.753,Major,0.0322,94.522,4-Apr,0.502
Opera,Philharmonia Orchestra,Chronicles Of Narnia - Mr.tumnus' Tune,1JB5RWmmhapi4uKy0MCNwM,8,0.923,0.312,71053,0.038,0.684,D,0.0796,-28.851,Major,0.0456,85.316,4-Mar,0.284
Opera,Anna Netrebko,"Madama Butterfly / Act 2: ""Un bel dì vedremo""",2xnxEkKnKgoYbHiJa2xuVV,22,0.987,0.274,273387,0.0984,0.000717,C#,0.0854,-17.253,Major,0.0421,84.002,4-Apr,0.0783
Opera,Adolphe Adam,Giselle: No. 4a - Allegro un peu Loure,4pReYHhvSHexcJ1VimVlhL,14,0.926,0.446,98200,0.0157,0.00157,G#,0.0789,-25.392,Major,0.0343,141.769,4-Apr,0.0897
Opera,Mario del Monaco,"Cavalleria rusticana: ""Mamma, quel vino generoso""",5Oy8X1jUJgQy34F5aBvCo9,21,0.986,0.309,225733,0.157,0.00185,D#,0.377,-13.388,Major,0.0446,80.107,4-Apr,0.265
Opera,Gaetano Donizetti,"La Fille du Régiment, Act I, Scene 11: Air de Marie ""Il faut partir"" (Arr. for Piano & Viola)",6Zvqn2oCtHQWNj1xyWSIP5,19,0.97,0.163,354613,0.0376,0.507,F,0.096,-22.158,Minor,0.0489,76.299,4-Apr,0.0425
Opera,Jonas Kaufmann,"Faust / Act 3: ""Quel trouble inconnu...Salut! Demeure chaste et pure""",77C2wZFyKp9yLwRVgBaSCe,17,0.976,0.132,374253,0.179,0.5,G#,0.0904,-18.041,Major,0.0466,79.95,4-Mar,0.0404
Opera,Heinrich Marschner,Der Vampyr (The Vampire): Overture,796YtUbIEYz7QWpZBItI0C,10,0.957,0.365,468000,0.185,0.903,A,0.077,-16.286,Major,0.037,125.343,4-Apr,0.113
Opera,Arrigo Boito,"Mefistofele / Act 2: ""Dai campi, dai prati""",7HDzENuOpR39VXYhLPbaKR,10,0.963,0.165,161347,0.318,0.00121,F,0.348,-14.033,Major,0.0402,178.398,4-Apr,0.142
Opera,Anna Netrebko,Mi fa male,1Itp6dkissI9W2BywrRmqU,20,0.946,0.184,221387,0.406,0.0035,A,0.0755,-8.464,Major,0.0351,81.961,4-Apr,0.0779
Opera,Adolphe Adam,Giselle / Act 1: No. 5a Pas de Deux: Girl’s Second Variation and Coda,1Xoe1xvG0Hs4UnbpRkTZG5,15,0.872,0.371,115146,0.0316,0.849,A,0.0751,-24.009,Major,0.036,97.575,4-Mar,0.382
Opera,Ferdinand Hérold,Zampa: Zampa: Overture,2Qo3clBy65QERM4A1xEda4,11,0.787,0.301,486000,0.242,0.66,D,0.0995,-19.101,Major,0.0572,90.794,4-Apr,0.101
Opera,Adolphe Adam,Giselle / Act 1: No. 5a Pas de Deux: Adagio,6ghCCkBXehc0O0Ozg7z6bs,15,0.972,0.217,144306,0.00928,0.169,G,0.168,-31.904,Major,0.0456,115.198,4-Apr,0.0399
Opera,Adolphe Adam,Giselle / Act 2: No. 20 Variation de Giselle,7p5mHo1uhgY65fOkJMoAfX,14,0.979,0.209,96119,0.0222,0.878,D#,0.0698,-29.405,Major,0.0367,86.693,4-Mar,0.0824
Opera,Jonas Kaufmann,"Don Carlo / Act 1: ""Io l'ho perduta... Io la vidi, a suo sorriso""",2W0eLFqbS00GOJkrPEZoXr,19,0.99,0.201,221760,0.281,0.21,A#,0.124,-13.777,Major,0.0463,171.969,4-May,0.042
Opera,Dame Joan Sutherland,"Handel: Alcina: Di cor io, quanto t'amai",2wUKOg9CsFIjlkGJoVtTm4,18,0.969,0.394,357933,0.143,0.554,A#,0.128,-16.03,Major,0.0463,111.023,4-Apr,0.209
Opera,Plácido Domingo,Younger Than Springtime - From South Pacific,3WPxKb9KFcO0WOEpy78S5T,16,0.977,0.134,231267,0.26,0.475,D#,0.169,-15.364,Major,0.0415,168.837,4-May,0.152
Opera,Adolphe Adam,Giselle / Act 2: No.15 & 16 Pas de deux,4RXIcLMmW1Ekg66bFH6hLz,14,0.928,0.22,499559,0.00788,0.138,A,0.122,-31.506,Major,0.044,109.568,4-Mar,0.0382
Opera,Adolphe Adam,Giselle: No. 8 - Divertissement,1rhlVXpIWGJRqVY7m036nY,15,0.897,0.518,183667,0.245,0.575,A,0.449,-19.457,Major,0.084,116.31,4-Apr,0.256
Opera,Adolphe Adam,No. 13 Myrtha Summons Giselle,34ZaUsDVlGLU5m61XFbX9F,14,0.981,0.114,70266,0.0203,0.0985,A,0.198,-29.39,Major,0.0476,179.529,4-Mar,0.0333
Opera,Adolphe Adam,Giselle: Act I: Retour de la vendange et valse (The Grape-Pickers Return),4RmbsCisROSE9nsSU1qVmZ,13,0.814,0.429,423000,0.0279,0.132,D,0.111,-24.329,Major,0.0406,133.668,4-Mar,0.138
Opera,Accademia Bizantina,Concerto No. 6 In A Minor RV 356: III. Presto (Vivaldi),79mm2TjSrcubFjnCOSGN4z,17,0.763,0.414,133213,0.329,0.818,G#,0.125,-16.448,Minor,0.0444,145.073,4-Apr,0.703
Opera,Alfredo Catalani,La Wally / Act 1: Ebben? Ne andrò lontana,0LDoz3TIIKeahgoSoDLCVH,15,0.983,0.308,305107,0.131,0.462,E,0.171,-21.09,Minor,0.0438,56.153,4-Mar,0.0395
Opera,Accademia Bizantina,Concerto No. 1 In D Major RV 549: I. Allegro (Vivaldi),0aAe6AYYiN4IbSECfA4WBv,16,0.664,0.417,184040,0.237,0.566,C#,0.139,-20.059,Major,0.0474,121.487,4-Apr,0.232
Opera,José Carreras,T'estim i t'estimaré,0wsicT9TzaFuNTZVniX68b,22,0.979,0.231,243733,0.0935,0.00217,F,0.0885,-15.686,Minor,0.046,172.8,4-Apr,0.156
Opera,Arrigo Boito,"Otello : ""Mia madre aveva"" - ""Piangea cantando"" - ""Ave Maria""",3rOXiINwZfch3tkewSw0i1,11,0.983,0.143,849813,0.0175,0.0021,C#,0.116,-25.308,Major,0.0538,73.142,4-Apr,0.037
Opera,Adolphe Adam,Giselle / Act 2: No. 17 Scène des Wilis et Mort de Hilarion,4RB7Con0dAAD70z8u5kfz8,13,0.956,0.376,199292,0.204,0.68,E,0.123,-17.628,Minor,0.0554,131.776,4-Apr,0.0864
Opera,Dame Joan Sutherland,"Norma, Act 1: ""Fine al rito"" (Live)",6MY7duurGlZIowi4kdGEdj,17,0.958,0.311,308147,0.186,0.000416,F,0.604,-17.299,Major,0.113,67.187,4-Apr,0.128
Opera,Gaetano Donizetti,La fille du régiment / Act 2: Entr'acte ... Enfin la voilà,7gidHAoFCzBUBxcQPjN1dX,14,0.795,0.479,158200,0.0209,0,D,0.134,-27.795,Major,0.206,85.705,4-Mar,0.221
Opera,Adolphe Adam,Giselle / Act 1: No. 5a Pas de Deux: Introduction,2r2SFv9iNqIKr4dFgd5BK5,15,0.955,0.355,393719,0.0758,0.532,F,0.0822,-21.986,Major,0.0471,119.382,4-Apr,0.138
Opera,Gaetano Donizetti,L'Elisir d'Amore: Una furtiva lagrima (Arranged for Violin & Orchestra),32fCRapz8wm5vF2xQ0GZj0,9,0.967,0.193,254440,0.0838,0.756,A#,0.121,-22.33,Major,0.0434,81.157,4-Mar,0.0725
Opera,Umberto Giordano,Fedora : Amor ti vieta,3p5sM5n7LLmFbR4kiMskZr,11,0.898,0.0816,239613,0.298,0.28,C,0.119,-10.965,Major,0.0376,74.765,4-May,0.0398
Opera,Gaetano Donizetti,"Lucrezia Borgia / Act 2: ""Il segreto per esser felici""",3rjff5mINShwiIyeLoeznW,9,0.971,0.486,165120,0.142,0.000516,C,0.0612,-19.853,Major,0.069,112.004,4-Apr,0.318
Opera,Adolphe Adam,Giselle / Act 1: No. 5 La Mère de Giselle Entre - No. 5(bis) La Chasse (I),4EZ1OTnANgxgbuQjIiHws7,14,0.982,0.266,136692,0.0399,0.763,A,0.156,-26.552,Minor,0.0371,134.106,4-Apr,0.0374
Opera,Alfredo Catalani,"La Wally, Act 1: ""Ebben? Ne andrò lontana""",4yuvczDw6JtKLQXR5vX54c,17,0.975,0.22,254693,0.117,0.000152,E,0.107,-17.377,Major,0.046,89.035,4-Apr,0.0384
Opera,Adolphe Adam,Giselle / Act 1: No. 2 Entrée du Prince,5QGottvGMawQbrWHhbNxIF,15,0.982,0.372,88092,0.0327,0.927,C,0.311,-24.759,Major,0.0397,129.068,4-Apr,0.118
Opera,Gaetano Donizetti,"La fille du régiment / Act 2: ""Le jour naissait dans le bocage...""",5e2m5A6e4yKjfUBsg7CBX8,14,0.98,0.362,537760,0.15,0.00758,C,0.637,-18.199,Major,0.0995,90.61,4-Mar,0.145
Opera,Alfredo Kraus,Marta,6yEWE8Wwr0f3BcehIzcVBe,24,0.989,0.243,152840,0.215,1.32E-05,A,0.0844,-11.819,Major,0.0377,172.487,4-Jan,0.362
Opera,Dame Joan Sutherland,Handel: Alcina: Tornami a vagheggiar,0WTWNIVN7oP59c3d1jc9RK,16,0.935,0.389,264120,0.239,0.47,A#,0.134,-13.27,Major,0.0428,138.078,4-Mar,0.501
Opera,Adolphe Adam,Giselle / Act 1: No. 5a Pas de Deux: Boy’s First Variation,3kjyjs9yDPHsYAujj4JFQV,15,0.91,0.465,48626,0.199,0.957,A,0.111,-18.592,Major,0.068,125.032,4-Apr,0.499
Opera,Johann Adolf Hasse,"L'Olimpiade, Act I: I. Superbo di me stesso",6BmWjt89eup0GVdAs4b67w,14,0.971,0.375,420507,0.149,0.00394,E,0.184,-21.257,Major,0.0468,133.24,4-Apr,0.273
Opera,Accademia Bizantina,"Concerto In Mi Maggiore Op. 8 No. 1 RV 269, F.I/22 (La Primavera): I. Allegro",6OjhZBMxQw9Rx7webIfoBF,16,0.674,0.388,217747,0.048,0.0812,D#,0.076,-21.455,Major,0.0405,107.715,4-Apr,0.0897
Opera,Giacomo Meyerbeer,"Dinorah, Act II: Ombra leggera (Shadow Song) - 1986 Remastered Version",25nphJsjTqNwEwAcPTcbLQ,17,0.981,0.334,342707,0.0718,0.392,G#,0.0946,-17.231,Major,0.0619,79.269,4-Apr,0.16
Opera,Florilegium,Concerto In D Major RV 92,6NGRHAjzt9SoKb726my8pk,20,0.935,0.417,177240,0.0882,0.189,C#,0.082,-23.593,Major,0.0501,129.495,4-Apr,0.481
Opera,Christophe Rousset,Quatuor No. 6 in E Minor: V. Distrait,6gTshMpdAQsXInMVNU053C,18,0.799,0.428,178440,0.177,0.00158,F#,0.111,-18.636,Major,0.0349,140.144,4-Mar,0.665
Opera,Florilegium,Trio Sonata in C Major BWV 1037: Gigue (Allegro molto),7kPTEjUZFLvv61w7kdkyTc,18,0.865,0.282,297627,0.288,0.0115,B,0.103,-12.995,Major,0.0535,51.422,4-Apr,0.466
Opera,Andreas Scholl,Juxta Crucem,1O2rXdcPmmUpUboiDB35pL,23,0.99,0.119,174358,0.122,0.548,C,0.121,-15.741,Minor,0.0405,87.798,4-May,0.0362
